* Measurement data measured by REW V5.20.13
* Source: Headset (USB-C to 3.5mm Headphone Jack Adapter), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 09 30, 24 1:04:05 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Sony XBA-100 EX11 L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.299999	89.384	-112.0957
20.600000	89.420	-112.5107
20.900000	89.493	-113.2425
21.200001	89.559	-113.9138
21.400000	89.601	-114.3326
21.799999	89.686	-115.1532
22.000000	89.729	-115.5706
22.400000	89.814	-116.4153
22.700001	89.875	-117.0504
23.000000	89.933	-117.6822
23.299999	89.986	-118.3027
23.600000	90.037	-118.9072
24.000000	90.102	-119.6852
24.299999	90.150	-120.2489
24.700001	90.213	-120.9776
25.000000	90.260	-121.5087
25.400000	90.322	-122.1974
25.799999	90.381	-122.8686
26.200001	90.437	-123.5347
26.500000	90.477	-124.0392
26.900000	90.528	-124.7210
27.200001	90.565	-125.2313
27.600000	90.615	-125.8914
28.000000	90.667	-126.5115
28.500000	90.738	-127.2383
29.000000	90.805	-127.9500
29.500000	90.856	-128.6577
30.000000	90.891	-129.3368
30.400000	90.920	-129.8660
30.700001	90.947	-130.2785
31.100000	90.993	-130.8768
31.500000	91.042	-131.5082
32.000000	91.097	-132.2103
32.500000	91.145	-132.6736
33.000000	91.195	-132.9959
33.500000	91.234	-133.4973
34.000000	91.218	-134.3753
34.500000	91.126	-135.3969
35.000000	91.006	-136.1277
35.500000	90.964	-136.4026
36.000000	91.062	-136.5401
36.500000	91.251	-136.9371
37.000000	91.425	-137.6245
37.500000	91.525	-138.2961
38.200001	91.567	-138.8274
38.700001	91.581	-139.0789
39.500000	91.612	-139.7793
40.000000	91.631	-140.3364
40.599998	91.660	-140.9283
41.200001	91.701	-141.4120
41.799999	91.740	-141.8526
42.500000	91.773	-142.3353
43.099998	91.801	-142.7489
43.700001	91.832	-143.2155
44.400002	91.863	-143.8002
45.000000	91.882	-144.2658
45.500000	91.900	-144.6323
46.200001	91.928	-145.1720
46.799999	91.950	-145.6478
47.500000	91.970	-146.1202
48.200001	91.991	-146.4998
48.700001	92.005	-146.7710
49.400002	92.018	-147.1858
50.000000	92.029	-147.5438
50.799999	92.057	-148.0225
51.500000	92.082	-148.4403
52.200001	92.093	-148.7487
53.000000	92.109	-148.9877
53.799999	92.134	-149.4310
54.500000	92.137	-149.9919
55.200001	92.133	-150.4149
56.000000	92.165	-150.6893
57.000000	92.223	-151.1510
58.000000	92.231	-151.6417
59.000000	92.240	-152.0226
60.000000	92.264	-152.4870
60.799999	92.276	-152.8369
61.500000	92.286	-153.1028
62.200001	92.300	-153.3776
63.000000	92.318	-153.7188
64.000000	92.347	-154.1335
65.000000	92.376	-154.5575
66.000000	92.378	-154.9828
67.000000	92.364	-155.2620
68.000000	92.373	-155.5192
69.000000	92.400	-155.9070
70.000000	92.427	-156.3618
71.000000	92.442	-156.7549
72.000000	92.453	-156.9400
73.000000	92.468	-157.1061
74.000000	92.471	-157.4893
75.000000	92.479	-157.9843
76.199997	92.493	-158.4755
77.500000	92.444	-158.2397
78.800003	92.472	-157.7251
80.000000	92.567	-158.2231
81.199997	92.581	-159.0526
82.500000	92.534	-159.5950
83.800003	92.512	-159.9281
85.000000	92.508	-159.8495
