* Measurement data measured by REW V5.20.13
* Source: Headset (USB-C to 3.5mm Headphone Jack Adapter), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 09 30, 24 12:58:30 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Sony XBA-10 EX11 L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.299999	88.274	-89.6390
20.600000	88.328	-90.2313
20.900000	88.434	-91.2783
21.200001	88.531	-92.2421
21.400000	88.593	-92.8355
21.799999	88.719	-93.9702
22.000000	88.785	-94.5343
22.400000	88.922	-95.6671
22.700001	89.022	-96.5288
23.000000	89.116	-97.4041
23.299999	89.200	-98.2758
23.600000	89.274	-99.1245
24.000000	89.359	-100.1941
24.299999	89.417	-100.9436
24.700001	89.493	-101.8881
25.000000	89.551	-102.5763
25.400000	89.630	-103.4914
25.799999	89.710	-104.4149
26.200001	89.789	-105.3445
26.500000	89.848	-106.0426
26.900000	89.927	-106.9708
27.200001	89.986	-107.6589
27.600000	90.062	-108.5497
28.000000	90.134	-109.3880
28.500000	90.221	-110.3566
29.000000	90.303	-111.2906
29.500000	90.375	-112.2540
30.000000	90.435	-113.2432
30.400000	90.483	-114.0149
30.700001	90.523	-114.5721
31.100000	90.588	-115.2990
31.500000	90.658	-116.0207
32.000000	90.737	-116.8834
32.500000	90.792	-117.6148
33.000000	90.836	-118.2394
33.500000	90.885	-119.0024
34.000000	90.928	-120.1836
34.500000	90.932	-121.7138
35.000000	90.896	-123.1429
35.500000	90.872	-123.9981
36.000000	90.923	-124.2635
36.500000	91.057	-124.3377
37.000000	91.208	-124.6148
37.500000	91.313	-125.1382
38.200001	91.363	-125.9634
38.700001	91.376	-126.5257
39.500000	91.425	-127.5539
40.000000	91.466	-128.2500
40.599998	91.513	-128.9914
41.200001	91.559	-129.6071
41.799999	91.598	-130.2108
42.500000	91.624	-130.9833
43.099998	91.639	-131.6550
43.700001	91.661	-132.2864
44.400002	91.706	-132.9784
45.000000	91.756	-133.5627
45.500000	91.795	-134.0574
46.200001	91.841	-134.7607
46.799999	91.867	-135.3510
47.500000	91.889	-135.9858
48.200001	91.913	-136.5558
48.700001	91.935	-136.9470
49.400002	91.968	-137.5083
50.000000	91.993	-138.0042
50.799999	92.021	-138.6694
51.500000	92.045	-139.2631
52.200001	92.064	-139.8551
53.000000	92.076	-140.4404
53.799999	92.087	-140.8636
