* Measurement data measured by REW V5.20.13
* Source: Headset (USB-C to 3.5mm Headphone Jack Adapter), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 09 30, 24 1:24:52 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Sony XBA-300 EX11 R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.299999	94.200	-116.5431
20.600000	94.236	-116.9769
20.900000	94.309	-117.7568
21.200001	94.379	-118.5136
21.400000	94.423	-119.0093
21.799999	94.511	-120.0104
22.000000	94.554	-120.5174
22.400000	94.637	-121.5087
22.700001	94.696	-122.2112
23.000000	94.753	-122.8738
23.299999	94.809	-123.5002
23.600000	94.862	-124.0988
24.000000	94.929	-124.8701
24.299999	94.975	-125.4421
24.700001	95.033	-126.2106
25.000000	95.073	-126.7982
25.400000	95.124	-127.5961
25.799999	95.174	-128.3965
26.200001	95.224	-129.1765
26.500000	95.264	-129.7374
26.900000	95.320	-130.4489
27.200001	95.364	-130.9569
27.600000	95.422	-131.6030
28.000000	95.475	-132.2147
28.500000	95.535	-132.9462
29.000000	95.592	-133.6974
29.500000	95.645	-134.5290
30.000000	95.690	-135.4157
30.400000	95.721	-136.0825
30.700001	95.746	-136.5197
31.100000	95.786	-137.0227
31.500000	95.833	-137.4928
32.000000	95.884	-138.1390
32.500000	95.905	-138.8574
33.000000	95.904	-139.5477
33.500000	95.924	-140.2155
34.000000	95.999	-141.0750
34.500000	96.103	-142.2916
35.000000	96.176	-143.6725
35.500000	96.188	-144.7137
36.000000	96.171	-145.0798
36.500000	96.174	-144.9337
37.000000	96.214	-144.7860
37.500000	96.258	-144.9882
38.200001	96.280	-145.7613
38.700001	96.281	-146.3757
39.500000	96.318	-147.2658
40.000000	96.354	-147.8098
40.599998	96.387	-148.4307
41.200001	96.405	-148.9908
41.799999	96.422	-149.5469
42.500000	96.446	-150.2489
43.099998	96.471	-150.8544
43.700001	96.495	-151.4080
44.400002	96.518	-151.9748
45.000000	96.533	-152.4280
45.500000	96.546	-152.8277
46.200001	96.565	-153.4549
46.799999	96.578	-154.0174
47.500000	96.594	-154.6218
48.200001	96.613	-155.1652
48.700001	96.627	-155.5414
49.400002	96.645	-156.0720
50.000000	96.658	-156.5349
50.799999	96.672	-157.1652
51.500000	96.679	-157.7078
52.200001	96.686	-158.2225
53.000000	96.700	-158.7895
53.799999	96.718	-159.3284
54.500000	96.732	-159.7515
55.200001	96.738	-160.1499
56.000000	96.727	-160.6172
57.000000	96.704	-161.1886
58.000000	96.715	-161.7518
59.000000	96.757	-162.3922
60.000000	96.785	-163.0820
60.799999	96.787	-163.6272
61.500000	96.782	-164.0699
62.200001	96.779	-164.4606
63.000000	96.780	-164.8490
64.000000	96.784	-165.3008
65.000000	96.788	-165.8013
66.000000	96.793	-166.3507
67.000000	96.793	-166.8648
68.000000	96.789	-167.3565
69.000000	96.783	-167.8685
70.000000	96.784	-168.3695
71.000000	96.791	-168.8297
72.000000	96.788	-169.2678
73.000000	96.774	-169.7272
74.000000	96.764	-170.1980
75.000000	96.760	-170.5847
76.199997	96.752	-170.9173
77.500000	96.736	-171.4696
78.800003	96.775	-172.3052
80.000000	96.816	-173.1343
81.199997	96.760	-173.4449
82.500000	96.699	-173.6676
83.800003	96.673	-174.0913
85.000000	96.625	-174.2579
86.199997	96.555	-174.4215
87.500000	96.558	-174.9132
88.500000	96.562	-175.3268
90.000000	96.522	-175.6256
91.199997	96.555	-176.3338
92.500000	96.593	-177.2310
93.800003	96.585	-177.5946
95.000000	96.558	-177.8875
96.199997	96.542	-178.2176
97.500000	96.538	-178.5392
98.800003	96.534	-178.9039
100.000000	96.529	-179.2757
101.500000	96.525	-179.6736
103.000000	96.521	179.9896
104.400002	96.491	179.4998
106.000000	96.440	178.8390
107.500000	96.405	178.4311
109.000000	96.379	178.1623
110.599998	96.353	177.8010
112.000000	96.329	177.4487
113.800003	96.297	177.0134
115.000000	96.275	176.7318
117.199997	96.234	176.2352
118.000000	96.220	176.0726
120.599998	96.178	175.5584
122.000000	96.153	175.2413
124.099998	96.111	174.7738
125.000000	96.094	174.5862
126.500000	96.067	174.2853
128.000000	96.043	173.9922
131.500000	95.985	173.3317
132.000000	95.976	173.2407
134.000000	95.942	172.9012
136.000000	95.907	172.5855
138.000000	95.872	172.2686
140.000000	95.837	171.9365
143.000000	95.785	171.4516
145.000000	95.750	171.1490
147.500000	95.708	170.7855
150.000000	95.667	170.4346
152.500000	95.623	170.0856
155.000000	95.579	169.7548
157.500000	95.532	169.4514
160.000000	95.477	169.1511
162.500000	95.418	168.8562
165.000000	95.357	168.5771
167.500000	95.294	168.3072
170.000000	95.230	168.0503
172.500000	95.168	167.8092
175.000000	95.106	167.5803
177.500000	95.043	167.3646
180.000000	94.980	167.1449
182.500000	94.920	166.9224
185.000000	94.859	166.7157
187.500000	94.798	166.5269
190.000000	94.737	166.3481
192.500000	94.676	166.1744
195.000000	94.616	166.0036
197.500000	94.558	165.8386
200.000000	94.505	165.6874
203.000000	94.449	165.5157
206.000000	94.396	165.3465
209.000000	94.344	165.1907
212.000000	94.292	165.0441
214.000000	94.258	164.9500
218.000000	94.190	164.7777
220.000000	94.157	164.6992
224.000000	94.089	164.5496
227.000000	94.039	164.4443
230.000000	93.989	164.3496
233.000000	93.939	164.2658
236.000000	93.890	164.1882
240.000000	93.826	164.0952
243.000000	93.777	164.0338
247.000000	93.713	163.9592
250.000000	93.664	163.9089
254.000000	93.596	163.8559
258.000000	93.527	163.8172
262.000000	93.460	163.7898
265.000000	93.409	163.7753
269.000000	93.342	163.7646
272.000000	93.293	163.7610
276.000000	93.227	163.7589
280.000000	93.162	163.7644
285.000000	93.083	163.7868
290.000000	93.006	163.8239
295.000000	92.929	163.8743
300.000000	92.852	163.9400
304.000000	92.791	164.0003
307.000000	92.746	164.0503
311.000000	92.686	164.1255
315.000000	92.628	164.2055
320.000000	92.558	164.3093
325.000000	92.489	164.4230
330.000000	92.421	164.5470
335.000000	92.355	164.6767
340.000000	92.289	164.8156
345.000000	92.224	164.9640
350.000000	92.161	165.1187
355.000000	92.098	165.2827
360.000000	92.035	165.4586
365.000000	91.974	165.6434
370.000000	91.913	165.8351
375.000000	91.853	166.0320
382.000000	91.771	166.3192
387.000000	91.714	166.5317
395.000000	91.627	166.8795
400.000000	91.573	167.1050
406.000000	91.511	167.3855
412.000000	91.450	167.6721
418.000000	91.391	167.9649
425.000000	91.323	168.3176
431.000000	91.266	168.6237
437.000000	91.210	168.9286
444.000000	91.146	169.2911
450.000000	91.093	169.6081
455.000000	91.049	169.8726
462.000000	90.988	170.2482
468.000000	90.938	170.5761
475.000000	90.880	170.9618
482.000000	90.824	171.3544
487.000000	90.784	171.6405
494.000000	90.730	172.0434
500.000000	90.684	172.3910
508.000000	90.623	172.8680
515.000000	90.571	173.2987
522.000000	90.521	173.7346
530.000000	90.464	174.2388
538.000000	90.409	174.7526
545.000000	90.362	175.2015
552.000000	90.317	175.6545
560.000000	90.266	176.1907
570.000000	90.206	176.8716
580.000000	90.149	177.5565
590.000000	90.094	178.2559
600.000000	90.041	178.9626
608.000000	90.002	179.5327
615.000000	89.969	-179.9618
622.000000	89.938	-179.4508
630.000000	89.903	-178.8644
640.000000	89.861	-178.1274
650.000000	89.820	-177.3763
660.000000	89.781	-176.6133
670.000000	89.744	-175.8448
680.000000	89.709	-175.0683
690.000000	89.678	-174.2862
700.000000	89.651	-173.5023
710.000000	89.627	-172.7143
720.000000	89.608	-171.9204
730.000000	89.593	-171.1234
740.000000	89.581	-170.3217
750.000000	89.571	-169.5161
762.000000	89.564	-168.5467
775.000000	89.560	-167.4892
788.000000	89.559	-166.4263
